MSME_ID,Sector,Years_of_Operation,Ownership_Type,Category,Location_Type,Annual_Revenue,Revenue_Growth_Rate,Profit_Margin,Debt_Outstanding,Loan_to_Revenue_Ratio,Number_of_Employees,Capacity_Utilization,Export_Percentage,Technology_Level,GST_Compliance_Score,Inspection_Score,Documentation_Readiness_Score,Growth_Category
MSME_306,Agri-Tech,5,Pvt Ltd,Medium,Semi-Urban,45,19.394087131503408,18.28998661511077,190,0.23666842206954444,140,65.05905360404884,14.931092193370763,4,88,56,69,High
MSME_307,Technology,4,Pvt Ltd,Small,Rural,93,21.3653185444243,26.996566934028998,3,0.3417393665714215,62,77.29626070248148,2.221574150212615,4,52,56,58,High
MSME_308,Services,3,Partnership,Micro,Urban,461,12.81733824434107,19.36948885661038,58,0.3349273179888899,105,69.86617869767203,32.64782403592368,4,40,92,97,Moderate
MSME_309,Textiles,19,Pvt Ltd,Micro,Urban,784,13.547154910234283,5.741705576618496,7,0.7849678278723984,116,59.07872870004121,49.202669546670585,3,73,89,62,Moderate
MSME_310,Pharmaceuticals,18,Pvt Ltd,Small,Urban,394,4.868423308961981,21.88550518867723,11,0.6995760566235488,66,63.96046347510804,75.58383169831396,1,54,87,98,Moderate
MSME_311,Textiles,15,Sole Proprietorship,Medium,Semi-Urban,181,10.863645310089321,6.121339200589216,118,0.5908189031131819,43,83.69644498194283,11.473711212622158,3,83,69,93,Moderate
MSME_312,Renewable Energy,9,Sole Proprietorship,Small,Rural,385,16.79739913797104,16.264925474578348,158,0.6089397331307731,62,55.29710355176368,72.01857129152212,4,53,79,55,High
MSME_313,Technology,17,Partnership,Medium,Semi-Urban,694,19.949194851387315,28.23566736182785,33,0.4934509560817998,103,47.824038187724845,77.67081414605043,3,96,97,40,High
MSME_314,Renewable Energy,14,Pvt Ltd,Micro,Semi-Urban,371,6.995809246897843,9.130098483446254,81,0.7629634669759634,48,57.22397610063774,13.56187383007504,4,68,50,51,Moderate
MSME_315,Retail,15,Pvt Ltd,Medium,Urban,568,5.169926680662414,14.746808823538602,97,0.4473811270176531,33,86.72438185183458,76.64348873737971,5,73,60,63,High
MSME_316,Textiles,1,Sole Proprietorship,Small,Semi-Urban,150,17.24996610351132,23.24650772121196,126,0.36636239690892625,63,44.89443431709907,89.23082110585128,1,57,60,73,High
MSME_317,Retail,3,Partnership,Micro,Semi-Urban,127,2.0432373210729446,27.05646390237119,74,0.21412473585211372,75,94.54328403548485,65.41549479434138,5,93,57,92,High
MSME_318,Manufacturing,16,Sole Proprietorship,Small,Urban,286,6.102569439068586,21.773575118562697,104,0.6503439565827406,96,69.75515944102143,70.62927136424892,2,46,94,96,Moderate
MSME_319,Renewable Energy,11,Sole Proprietorship,Small,Semi-Urban,735,2.668641747910936,11.45433135477923,48,0.614110752452914,13,94.16651591819017,89.49737408029861,3,68,68,47,Moderate
MSME_320,Pharmaceuticals,12,Sole Proprietorship,Medium,Urban,229,5.838357710662031,21.865196322905405,78,0.3690485269668945,131,91.64480321472877,54.49331254733508,2,94,63,57,Moderate
MSME_321,Textiles,10,Sole Proprietorship,Small,Urban,35,6.17034343828662,12.41819102760225,184,0.11763538977146056,138,64.90475428160042,27.709774381462445,3,70,49,96,Moderate
MSME_322,Agri-Tech,16,Pvt Ltd,Medium,Urban,530,10.916492679259067,22.960730745468382,92,0.6872981294026076,149,50.9170091032942,75.377775066845,5,64,84,87,High
MSME_323,Technology,8,Pvt Ltd,Micro,Urban,792,11.253523867790786,28.850828189626014,153,0.10799258841785155,148,49.06866271108262,55.303719976046814,4,77,56,44,High
MSME_324,Services,6,Sole Proprietorship,Medium,Semi-Urban,19,22.10803682403547,23.034836277657206,17,0.5925898457403357,135,53.199415012847666,52.30758813488609,4,53,57,65,High
MSME_325,Pharmaceuticals,12,Partnership,Micro,Urban,387,13.73252338747298,26.57201257281031,95,0.77917997680824,25,79.05729523104955,22.827199996263445,3,47,81,69,Moderate
MSME_326,Pharmaceuticals,8,Partnership,Medium,Urban,642,18.638309609082583,5.052596079397086,37,0.40636292970374244,68,55.01224971023183,68.0700842624598,4,66,87,93,High
MSME_327,Retail,4,Partnership,Small,Semi-Urban,646,4.395159232166611,22.93930311828986,86,0.264481383497167,94,58.778389828236406,7.350054827408663,5,93,59,52,Moderate
MSME_328,Renewable Energy,8,Partnership,Medium,Semi-Urban,691,7.185091375664959,25.73968892163126,87,0.5934097070303672,40,64.6828342197038,83.18583637151951,4,41,76,58,High
MSME_329,Textiles,18,Sole Proprietorship,Medium,Rural,593,18.167699142509566,6.013968438617035,49,0.6719896994109096,66,90.2277974231801,29.324111469343627,5,56,84,68,Moderate
MSME_330,Textiles,5,Pvt Ltd,Micro,Semi-Urban,161,3.214491090776146,26.789943182205764,7,0.48250122125449313,80,50.41663798366653,11.49971875109914,2,76,57,42,Moderate
MSME_331,Manufacturing,9,Partnership,Small,Semi-Urban,729,13.191746231606322,11.417355707751145,168,0.7769246926793024,17,40.276460393539175,39.812987979217695,5,53,56,65,Moderate
MSME_332,Manufacturing,4,Sole Proprietorship,Medium,Rural,58,15.785486210247479,21.63230254945138,133,0.1361681051605728,15,43.305302570799356,3.8222918330879843,1,64,48,79,Moderate
MSME_333,Technology,17,Partnership,Small,Semi-Urban,163,15.849349813207064,25.008871975585166,68,0.45335691881316975,58,89.76214879240649,61.61635748384697,1,95,53,98,Moderate
MSME_334,Retail,9,Partnership,Medium,Semi-Urban,302,2.5274546591649667,21.566612826483887,171,0.602917763125785,20,75.61340556638497,81.24349594008206,1,69,88,97,Moderate
MSME_335,Pharmaceuticals,1,Sole Proprietorship,Medium,Semi-Urban,589,9.408484097271266,7.307119801831431,120,0.7038483298044254,12,55.01723406302937,75.35367064246579,3,68,68,97,Moderate
MSME_336,Textiles,13,Pvt Ltd,Small,Semi-Urban,59,16.639284974130543,19.90803797150921,63,0.22547892833545305,108,49.745587555615515,11.463252610309297,3,59,70,51,Moderate
MSME_337,Agri-Tech,16,Pvt Ltd,Medium,Rural,673,5.426993931432599,18.739591418053593,156,0.660002437234577,63,56.18467051504129,11.364402339695868,3,60,43,41,Moderate
MSME_338,Retail,13,Sole Proprietorship,Small,Semi-Urban,540,17.994559911545224,27.508031701856787,155,0.4868949530029817,61,46.31383099882041,73.20910340918377,5,92,57,50,High
MSME_339,Technology,14,Pvt Ltd,Medium,Semi-Urban,621,19.156279802714515,15.10599324110523,138,0.3775875773929743,44,91.78431006564426,83.18288471428043,3,61,98,83,High
MSME_340,Technology,3,Sole Proprietorship,Micro,Rural,69,24.585291380261342,13.027027427176254,120,0.19220052000536553,134,83.13133959008968,41.460284685014024,2,74,59,67,Moderate
MSME_341,Retail,6,Sole Proprietorship,Small,Urban,176,6.826365881697416,23.746269110911655,64,0.7057070312362387,98,65.43151473018975,44.90740052223894,1,76,95,57,Moderate
MSME_342,Technology,18,Sole Proprietorship,Medium,Rural,211,20.97800535632065,15.316883152084916,106,0.21009124572580076,142,87.57294328133611,28.64358372471533,5,55,95,52,High
MSME_343,Retail,19,Pvt Ltd,Medium,Urban,155,13.966821269129044,21.152404375126576,146,0.31685150144636953,48,53.72020123612778,80.48386064307726,1,89,86,76,Moderate
MSME_344,Services,5,Sole Proprietorship,Micro,Rural,685,10.58963971131599,21.161252253115173,136,0.3030318723737058,143,79.44163126597064,58.04126147631204,3,97,82,61,Moderate
MSME_345,Retail,15,Partnership,Small,Rural,448,4.814665418479093,27.200976609002947,154,0.709989823933598,84,87.08728744575589,25.942641945063166,5,88,83,51,High
MSME_346,Renewable Energy,2,Pvt Ltd,Medium,Semi-Urban,251,18.916628949213365,19.967310057977436,161,0.5708920959462287,85,59.622279139279996,26.890458394882646,4,82,48,41,High
MSME_347,Retail,10,Pvt Ltd,Micro,Urban,590,7.424724780304803,17.55384024904967,171,0.6576769780339606,6,81.66054449978947,80.20800657572421,2,56,52,76,Moderate
MSME_348,Technology,18,Pvt Ltd,Medium,Semi-Urban,696,10.542706043080052,8.471783159912924,195,0.27532752915474934,144,56.228979209537016,1.2270621515239322,3,55,54,46,Moderate
MSME_349,Textiles,13,Pvt Ltd,Small,Urban,570,3.438471218639474,7.893440166967634,99,0.5374118697248993,119,56.43714243924669,29.045391545397457,3,97,66,65,Low
MSME_350,Renewable Energy,5,Partnership,Medium,Rural,492,20.431439063848938,8.858039132076986,81,0.5002221882006241,94,45.888144820480235,49.89210130947321,2,94,54,65,Moderate
MSME_351,Technology,1,Pvt Ltd,Medium,Rural,117,19.631536051347798,9.296212033177362,142,0.6829812637517898,27,64.20319255801692,13.339571588939217,2,41,67,63,Moderate
MSME_352,Manufacturing,1,Pvt Ltd,Medium,Urban,235,18.873164090973187,20.94692731659085,50,0.7342609423368824,66,80.13415485735823,8.28888787796308,4,43,76,51,High
MSME_353,Manufacturing,18,Sole Proprietorship,Medium,Semi-Urban,682,8.887200741313393,23.524531256864464,140,0.10850974003417077,117,91.71214430642067,73.3748697981504,3,60,94,55,Moderate
MSME_354,Textiles,15,Pvt Ltd,Micro,Semi-Urban,640,5.990041708117016,18.249788073160467,82,0.5718139433411549,132,73.20883455610029,80.49639497836566,3,78,58,62,Moderate
MSME_355,Textiles,17,Partnership,Micro,Semi-Urban,670,16.663725082815283,25.725443313637275,176,0.13628505938381033,66,87.47245457546565,74.12457787183705,1,73,65,79,Moderate
MSME_356,Renewable Energy,11,Partnership,Small,Semi-Urban,671,13.411826834604048,29.78158066834083,197,0.4842010655541492,42,85.23720571096248,80.8909100763613,5,69,91,99,High
MSME_357,Services,17,Partnership,Micro,Rural,441,6.099806738806756,25.5003157279839,111,0.30134291033057475,65,49.53386791364045,49.780077395253436,5,45,65,48,High
MSME_358,Textiles,13,Partnership,Micro,Rural,664,17.775959234146868,22.37205934189898,55,0.3147436196654989,133,66.71995859019474,73.10323088913077,1,56,64,71,Moderate
MSME_359,Manufacturing,1,Pvt Ltd,Small,Rural,428,24.795907931889985,18.312317485928666,178,0.34707095241664965,126,46.43079445389653,34.563837455199035,5,78,65,54,High
MSME_360,Retail,2,Pvt Ltd,Micro,Rural,464,19.186050518066867,16.221326791867703,164,0.5349047143347271,114,77.51842388588992,59.96410753311346,2,64,65,76,Moderate
MSME_361,Technology,9,Partnership,Micro,Rural,169,19.01968689376907,7.109809513613559,144,0.3338349759681385,17,92.24448175353419,88.9951978250248,5,44,85,52,High
MSME_362,Manufacturing,3,Partnership,Small,Semi-Urban,532,23.85719331740361,14.984218709867273,185,0.6128893354131963,104,47.53992019433161,20.315495145521467,5,44,67,44,High
MSME_363,Manufacturing,1,Pvt Ltd,Small,Semi-Urban,659,6.66753645422275,27.753365919553357,156,0.3831691699017088,139,80.36357219413978,35.090977166197256,1,59,88,50,Moderate
MSME_364,Services,16,Partnership,Small,Semi-Urban,599,15.007649193193128,25.200565747663823,160,0.14784724021697104,26,74.77309829773236,43.204263957907706,4,55,57,49,High
MSME_365,Renewable Energy,6,Sole Proprietorship,Medium,Semi-Urban,86,24.53187444577932,10.401284125292179,59,0.6486318897388751,78,72.09827703544548,12.421393831804656,5,90,71,91,High
MSME_366,Renewable Energy,17,Partnership,Medium,Rural,518,5.8017645523140144,16.665194617430394,119,0.3000308272148942,136,61.456612907858656,7.29347494185511,5,80,92,52,Moderate
MSME_367,Pharmaceuticals,5,Partnership,Small,Rural,450,18.105795067223983,25.418080063963615,182,0.4029368157194839,27,59.53224062645969,74.67505796894619,4,76,42,80,High
MSME_368,Services,5,Sole Proprietorship,Small,Rural,263,15.473633357353744,6.6846138696380635,137,0.5798107182553311,123,42.48870539603883,87.91149355448276,1,79,41,92,Moderate
MSME_369,Retail,6,Sole Proprietorship,Small,Urban,779,15.489019120340261,14.684814641716482,174,0.33271931000409843,74,51.98497895386074,36.42525574466928,4,48,72,85,Moderate
MSME_370,Renewable Energy,3,Pvt Ltd,Medium,Semi-Urban,329,18.04642443296173,26.29603092184869,22,0.13960995930270095,88,40.83472852577548,7.888485257518795,1,44,81,89,Moderate
MSME_371,Technology,5,Pvt Ltd,Medium,Semi-Urban,272,23.381189226140737,15.097446604253093,148,0.3617447329089696,105,71.97794080701112,5.923058462151883,2,81,58,54,Moderate
MSME_372,Textiles,5,Sole Proprietorship,Micro,Rural,606,19.999384616580773,6.940366118286022,12,0.7611140078860125,88,45.821927973284986,80.21863857242688,1,96,56,81,Moderate
MSME_373,Services,10,Sole Proprietorship,Micro,Semi-Urban,667,3.29113037857283,18.563359213306285,100,0.5492140781089908,32,88.01606667163438,41.74328247549119,2,41,83,95,Moderate
MSME_374,Textiles,10,Pvt Ltd,Small,Semi-Urban,563,21.612744457141357,26.543562372957386,160,0.5700354040670449,140,68.77286613834409,28.802458490615273,2,48,72,46,High
MSME_375,Manufacturing,19,Partnership,Medium,Rural,383,7.18745058829185,19.757138573828993,23,0.542597507546348,5,78.48294499822896,42.88151441154596,1,82,51,79,Moderate
MSME_376,Technology,17,Sole Proprietorship,Medium,Urban,646,10.669025788936555,10.656977705355796,107,0.23929449727160576,67,62.597140051227306,28.64736852231126,3,75,88,67,Moderate
MSME_377,Technology,14,Pvt Ltd,Medium,Urban,176,12.61985471308479,14.605990503434533,10,0.3928337048715961,26,70.83188949505768,44.0132197776858,1,61,95,71,Moderate
MSME_378,Manufacturing,9,Partnership,Small,Urban,762,13.060838017320602,16.253084029548305,16,0.6256578588543228,74,91.84625473316467,77.36007572261431,5,61,42,74,High
MSME_379,Services,14,Sole Proprietorship,Micro,Rural,468,12.009149182873205,19.48165884551317,195,0.1709610282872114,129,44.55037217930189,53.30712339558861,5,61,82,54,High
MSME_380,Manufacturing,1,Partnership,Small,Semi-Urban,289,23.559125766964883,23.983775643815328,174,0.2944969432627986,100,53.96657745580329,62.518839552915786,3,73,88,87,High
MSME_381,Textiles,19,Pvt Ltd,Micro,Rural,709,18.238437176272566,7.471840441015885,24,0.2934233759260976,83,82.89935798007994,32.82036086109029,2,94,94,75,Moderate
MSME_382,Pharmaceuticals,13,Sole Proprietorship,Micro,Rural,311,16.51692485700425,27.241300825439158,93,0.4024132493161542,9,45.43054637854662,66.46552906594668,3,68,65,60,High
MSME_383,Technology,13,Partnership,Small,Semi-Urban,540,3.1463666390076557,5.30774257540189,20,0.7862581186595295,64,44.1613607147261,59.99553763914351,5,77,74,45,Moderate
MSME_384,Agri-Tech,4,Sole Proprietorship,Micro,Urban,589,22.79000659598862,14.251308366856382,83,0.14725178267867536,124,59.88477693147212,10.76057979768508,3,98,47,40,Moderate
MSME_385,Agri-Tech,1,Partnership,Micro,Urban,227,22.915974416193112,5.685507749316441,139,0.4630906960664165,50,45.069237715983775,51.53785678040261,1,85,91,43,Moderate
MSME_386,Textiles,17,Pvt Ltd,Medium,Rural,111,19.944900458892352,14.824355633632281,36,0.22555527740854733,138,72.17931432134117,23.106914667878222,3,72,75,50,Moderate
MSME_387,Retail,8,Pvt Ltd,Micro,Urban,563,2.1616716877132407,18.145314971833095,41,0.7794735817868209,60,52.44513879491299,72.36861026702336,2,57,92,83,Moderate
MSME_388,Renewable Energy,2,Sole Proprietorship,Small,Rural,297,3.3174457747853374,17.792034664537795,144,0.17931245330922496,114,89.26338797596549,38.334393762024554,1,46,93,65,Low
MSME_389,Manufacturing,8,Partnership,Small,Rural,176,7.180145152175264,9.140708675706634,100,0.3825207016531139,108,83.09250444648912,89.52157486768384,4,40,46,76,Moderate
MSME_390,Manufacturing,7,Sole Proprietorship,Micro,Semi-Urban,630,5.021036387332854,21.143512752390308,47,0.6165194893842244,81,78.4837863354712,8.32503941450674,5,72,85,62,Moderate
MSME_391,Retail,2,Sole Proprietorship,Medium,Semi-Urban,45,11.173228683185776,6.1194612626167055,102,0.5931880996192117,6,73.9319215061476,70.23130764661427,5,40,85,68,Moderate
MSME_392,Retail,3,Partnership,Medium,Semi-Urban,753,23.220330336019163,24.047670503310385,27,0.3959100458257526,12,87.4906151687805,60.63315601879408,3,63,75,60,High
MSME_393,Textiles,18,Partnership,Micro,Rural,750,12.857389986530961,28.666110849838656,40,0.34256691756690283,79,52.26841338485163,69.07489475316349,1,43,55,87,Moderate
MSME_394,Textiles,12,Partnership,Micro,Semi-Urban,362,2.308260407939809,13.494220678777948,98,0.37832866498700946,129,88.02098635203251,27.67768159414107,4,43,63,84,Moderate
MSME_395,Retail,1,Pvt Ltd,Small,Urban,685,8.503150860311525,17.930984542858297,46,0.28499338421104753,42,83.42207641332288,44.28490404441605,1,57,93,84,Moderate
MSME_396,Technology,12,Sole Proprietorship,Micro,Urban,82,3.025682892578115,14.472756951470359,145,0.24373305709475987,31,81.1488454513227,71.68576677513376,5,66,40,88,Moderate
MSME_397,Textiles,5,Sole Proprietorship,Medium,Rural,657,2.8346153201105495,5.167759757601499,104,0.438127788291223,24,70.86906229412082,20.928719845876948,1,82,88,66,Low
MSME_398,Pharmaceuticals,17,Pvt Ltd,Micro,Rural,362,8.341556621197702,14.646862572377898,123,0.28797362924732517,144,53.543428853383006,20.342987710978687,4,98,64,78,Moderate
MSME_399,Textiles,16,Partnership,Small,Semi-Urban,79,8.339083789615746,24.793006481533663,198,0.3012231654280751,47,63.295135379554296,49.59458579654391,3,71,49,79,Moderate
MSME_400,Manufacturing,15,Pvt Ltd,Small,Rural,434,20.10391185983689,19.899721054587047,12,0.55972924443219,35,83.64638599963409,47.12072215768702,2,72,93,52,Moderate
MSME_500,Agri-Tech,150.0,12.0,18.0,2,5.0,20,42,35,35,Moderate
MSME_450,Pharmaceuticals,150.0,12.0,18.0,3,5.0,20,70,65,69,Moderate
